match_id,route_group,phase,dx,dy,distance,angle,shrink_ratio
02ca6964-1304-48fe-9346-48dc394d6429,east_to_west,7,-912.5625,-1319.25,1604.1168532579695,-124.67270469771603,0.5
03163863-3943-4117-bea7-39cc23128dbc,south_to_north_military,1,-44636.96875,-43037.3125,62005.39691358433,-136.04527099790755,0.55
03163863-3943-4117-bea7-39cc23128dbc,south_to_north_military,2,-2215.65625,25057.859375,25155.624601178948,95.05304349797065,0.600000013946556
03163863-3943-4117-bea7-39cc23128dbc,south_to_north_military,3,23158.9375,12712.734375,26418.743373185123,28.76389201863919,0.5500000290553242
03163863-3943-4117-bea7-39cc23128dbc,south_to_north_military,4,3866.875,4656.03125,6052.383767293806,50.29006963346411,0.5
03163863-3943-4117-bea7-39cc23128dbc,south_to_north_military,5,-4043.1875,3753.0,5516.554555169037,137.13166332328208,0.5
03163863-3943-4117-bea7-39cc23128dbc,south_to_north_military,6,151.28125,-3577.5625,3580.7596202492864,-87.57862613185752,0.5
03163863-3943-4117-bea7-39cc23128dbc,south_to_north_military,7,160.90625,1650.21875,1658.044855889196,84.43092167756913,0.5
0334b251-e831-4e4b-8926-1fe457fde345,southwest_to_northeast_georgopol,1,-12326.0,-2154.546875,12512.88728617709,-170.08504458074853,0.55
0334b251-e831-4e4b-8926-1fe457fde345,southwest_to_northeast_georgopol,2,-34382.53125,7373.078125,35164.196794389885,167.8966509687895,0.600000013946556
0334b251-e831-4e4b-8926-1fe457fde345,southwest_to_northeast_georgopol,3,1258.5,23212.9375,23247.02754394433,86.89672129198783,0.5500000290553242
0334b251-e831-4e4b-8926-1fe457fde345,southwest_to_northeast_georgopol,4,-6930.71875,-10522.546875,12599.954568496421,-123.37106256089322,0.5
0334b251-e831-4e4b-8926-1fe457fde345,southwest_to_northeast_georgopol,5,-8085.28125,-2297.59375,8405.397666478406,-164.13644474874584,0.5
0334b251-e831-4e4b-8926-1fe457fde345,southwest_to_northeast_georgopol,6,-53.59375,3837.703125,3838.0773266928622,90.80008692386987,0.5
044ddff9-bd6e-4f51-af1f-96973fafc854,southwest_to_northeast_military,1,-76454.203125,-23066.5625,79858.07085727257,-163.21121096635258,0.55
044ddff9-bd6e-4f51-af1f-96973fafc854,southwest_to_northeast_military,2,-4646.453125,33817.46875,34135.183012546586,97.82334162344377,0.600000013946556
044ddff9-bd6e-4f51-af1f-96973fafc854,southwest_to_northeast_military,3,28676.40625,-5978.03125,29292.88536558008,-11.775526960757489,0.5500000290553242
044ddff9-bd6e-4f51-af1f-96973fafc854,southwest_to_northeast_military,4,1085.625,9664.5625,9725.345749999393,83.59080451557058,0.5
044ddff9-bd6e-4f51-af1f-96973fafc854,southwest_to_northeast_military,5,-6058.0,4327.59375,7444.9601520114975,144.45949852599168,0.5
044ddff9-bd6e-4f51-af1f-96973fafc854,southwest_to_northeast_military,6,-4544.28125,-58.40625,4544.656573289188,-179.2636355038845,0.5
044ddff9-bd6e-4f51-af1f-96973fafc854,southwest_to_northeast_military,7,816.59375,-1314.53125,1547.5198737869653,-58.15123161122644,0.5
045e7ce6-9c58-46dc-b005-1f8e83d0bfeb,northwest_to_southeast_severny,1,-56789.75,-25894.78125,62414.86522494342,-155.48813738580782,0.55
045e7ce6-9c58-46dc-b005-1f8e83d0bfeb,northwest_to_southeast_severny,2,-966.75,6725.609375,6794.735243376882,98.17975957214561,0.600000013946556
045e7ce6-9c58-46dc-b005-1f8e83d0bfeb,northwest_to_southeast_severny,3,-13726.84375,21119.25,25188.270283991595,123.02259211018152,0.5500000290553242
045e7ce6-9c58-46dc-b005-1f8e83d0bfeb,northwest_to_southeast_severny,4,3730.03125,-16503.625,16919.892767585778,-77.26439301844368,0.5
