match_id,start_x,start_y,end_x,end_y,angle,route_group,confidence
96717eb3-68cc-457e-b4c3-7c75f3d0837c,301243.2443181818,953357.9943181818,319654.7840909091,447463.48295454547,-87.91569562312729,south_to_north_military,1.0
d1675994-ed7f-482b-b42e-a3959c8ebb52,159348.44270833334,920780.109375,251059.38210227274,469090.6534090909,-78.52269657504186,south_to_north_military,1.0
d1f5effd-98c4-4acd-88ef-2127ab44bcf7,535637.0961538461,967180.0288461539,338750.0375,372044.153125,-108.30561337285931,south_to_north_military,1.0
9acf208c-ce85-4921-a44b-693ef1c76043,80400.99278846153,874711.5961538461,299481.5408653846,488975.8485576923,-60.40537421601649,southwest_to_northeast_military,1.0
e1e288ea-e36f-4af8-9bb5-667210c91b6c,953654.2019230769,313974.1153846154,476085.5328125,308976.5234375,-179.4004412491871,east_to_west_yasnaya,1.0
b04892e7-8b93-4419-be04-ad2cee7001c1,-93503.82734375,685199.44375,312897.3796875,411803.1203125,-33.9297147086765,southwest_to_northeast_georgopol,1.0
826e840b-7003-4f07-b052-f61f76079ac5,44066.10703125,855266.60625,350432.01136363635,319543.1452414773,-60.235916735673854,southwest_to_northeast_military,1.0
0ded3ab3-810a-44ce-b1b0-21b195ba8e65,499898.36079545453,956346.1193181818,591076.95,407181.671875,-80.57309101368526,south_to_north_military,1.0
1f7723c6-263f-4f9f-85c1-d7001b6828df,692955.0875,907776.8875,344673.396875,475425.925,-128.85329162751995,southeast_to_northwest_military,1.0
9db99967-d910-45d6-a913-de53026277ba,533032.4947916666,947222.296875,479761.6505681818,259529.64701704544,-94.4294664083111,south_to_north_military,1.0
8e8d9481-406b-4f71-b157-02521a1e4134,-143531.09375,527004.9791666666,265529.55528846156,446515.88701923075,-11.131636061785095,west_to_east_georgopol,1.0
ccc0b6cd-cecc-4efb-9315-0d122f5c4871,423742.375,982684.9759615385,391675.35576923075,368398.75841346156,-92.98824654393432,south_to_north_military,1.0
a8a6596b-fe7e-4efc-a8bb-b1cc0df98f8d,502416.8977272727,-152799.67755681818,486942.4609375,392870.7708333333,91.6243913515493,north_to_south_severny,1.0
6864fc8d-70ea-4951-b3c9-d16d7929ba7c,970695.7932692308,307245.7235576923,483574.6484375,505945.9453125,157.80909893095944,east_to_west,1.0
0fbcf867-fa32-481a-b350-fb83cb6ed8b5,700402.9833333333,-79442.28385416667,527565.0625,279700.626171875,115.6992371373196,northeast_to_southwest_yasnaya,1.0
1c5b0882-d514-43c4-b7fe-8d2d2753bc07,795207.49375,808004.9125,510702.6789772727,368568.11079545453,-122.92025354119778,southeast_to_northwest_military,1.0
92998f04-4fe4-4495-9afc-fae6a35e83a4,329034.4375,974049.6614583334,374203.7015625,506360.109375,-84.48350669960728,south_to_north_military,1.0
c3a0752a-faf9-4e0a-a568-fcc66917b1d1,-159717.78725961538,488275.9278846154,416291.0171875,287410.6296875,-19.224641466312548,west_to_east_georgopol,1.0
593fb3bd-a424-499a-9156-45815342a440,963299.61875,400869.259375,513593.25948660716,292247.43973214284,-166.42089661054075,east_to_west,1.0
c677da1a-a6b6-49c6-8d21-95560c092aba,583028.4270833334,-134395.466796875,516573.021875,266330.91640625,99.41608440124139,north_to_south_severny,1.0
f943e424-93c4-4d21-ae3e-fdb6d53d4a9c,941327.3035714285,613886.3348214285,342263.26145833335,349428.65729166666,-156.18087057796606,southeast_to_northwest,1.0
fac6fe10-0d4e-43d9-9109-c716ece4823a,280065.7524038461,933702.6923076923,364801.9348958333,346111.3899739583,-81.79398364402023,south_to_north_military,1.0
a75925d1-c2cc-4ca6-a051-5c2de2813063,279030.6229166667,944093.8375,334621.384375,463088.0265625,-83.40746523635893,south_to_north_military,1.0
a9505b24-bcbc-4726-9bf6-662e8d5846f0,266324.71458333335,961493.8875,372275.25223214284,423698.61160714284,-78.85493947806577,south_to_north_military,1.0
d35fc3b1-e155-492b-84c9-c62f49375fc0,-142425.53776041666,487139.9739583333,390339.5204326923,288668.34014423075,-20.431934705477275,west_to_east_georgopol,1.0
d3e8b44c-6452-48d8-bc47-db7d02fb45fa,-84704.95673076923,623306.5528846154,295055.15165441175,322287.83455882355,-38.40227622629392,southwest_to_northeast_georgopol,1.0
1bb14095-f1e5-4e18-b0e5-cf7e6cc34337,-138305.00130208334,272770.1276041667,377732.35795454547,501751.40625,23.928299337396027,northwest_to_southeast_georgopol,1.0
d3d5e493-b53f-4200-9aec-0b31c58af9b4,911671.7083333334,229011.13802083334,364868.77734375,511504.4192708333,152.67789238887383,northeast_to_southwest,1.0
0be65f53-c358-494b-b8c0-4c8ad535f743,800094.9419642857,-11447.861397879464,410145.80416666664,480346.1145833333,128.41130625554985,northeast_to_southwest_yasnaya,1.0
9fa3d1c6-f56b-43c9-b246-2255940d4740,686774.6517857143,-82673.69419642857,290296.3921875,440536.2625,127.15413625457536,northeast_to_southwest_severny,1.0
3a70744e-4896-4f94-8caf-ef266269cd02,924611.4134615385,156904.11658653847,446347.5279947917,423656.8046875,150.84931495778585,northeast_to_southwest_yasnaya,1.0
d426830c-6b1e-401b-9e1d-d169e2293888,891864.6770833334,123548.39127604167,318449.0011160714,423658.59375,152.37366048789264,northeast_to_southwest_yasnaya,1.0
d5f18ed1-2eb9-40fb-a1f3-ba452f1ba675,-139940.29557291666,579496.125,292622.05859375,401157.9427083333,-22.40553017576226,west_to_east_georgopol,1.0
56029b6d-5c7c-45b0-b80f-93365613f17c,879846.0568181818,103859.89417613637,277824.1265625,425990.371875,151.84961209493335,northeast_to_southwest,1.0
43409b98-2932-4338-91c9-7bd3cfde63fb,745703.8041666667,864231.7416666667,515688.003125,294712.04375,-111.99264026441374,south_to_north_military,1.0
4f7d3386-a7c4-49eb-9e31-11da9c517dc0,911549.3365384615,173303.61298076922,313388.09019886365,361820.20738636365,162.5072248863874,east_to_west_yasnaya,1.0
5e99422d-c7a4-415d-b939-f375bbabc893,474321.07932692306,973984.6105769231,306449.0539772727,459180.73863636365,-108.06059240813161,south_to_north_military,1.0
4fc2ed72-2152-47ad-a639-f2126605c12b,-72121.04241071429,720892.8348214285,437228.371875,272001.7703125,-41.38981772709335,southwest_to_northeast_georgopol,1.0
69311b69-4d03-421c-8790-326f90e007ab,565850.4816176471,-129570.60891544117,480819.78348214284,313282.77790178574,100.86888069317222,north_to_south_severny,1.0
fbb1b8c0-a2d3-4bc3-be15-7488f5cb56ca,446387.4125,962924.1166666667,476965.1305147059,423102.9788602941,-86.75799279887953,south_to_north_military,1.0
4ec1c3bf-b6fa-47cc-b654-5f4caccb9be6,649196.0625,-100341.30703125,548396.9875,402070.09375,101.34466650595058,north_to_south_yasnaya,1.0
ec4e098c-41be-469f-8b6b-247633d8c679,481602.9903846154,-130625.890625,526065.0442708334,345609.8229166667,84.66624441080032,north_to_south_severny,1.0
41fe70a3-9ff8-4335-b8fc-164516a3d6bc,957811.43125,410937.290625,382525.8689236111,404699.1614583333,-179.37873555498138,east_to_west,1.0
cd900a4f-caca-46a8-9544-481f7853c018,643068.9739583334,-113875.86393229167,434563.578125,507160.30915178574,108.55885488291362,north_to_south_severny,1.0
947ca562-c588-4dcf-a65b-afaf9a724366,912648.7757352941,675562.7426470588,285147.80390625,398794.396875,-156.19943123484862,southeast_to_northwest,1.0
47302eec-b1cb-466c-a3ce-0fb5fc7a51a4,617858.91875,486812.478125,500514.2734375,370430.990625,-135.23610780969733,southeast_to_northwest,0.25
c301d944-d4e7-4d5a-8014-e0d4e89e8217,302798.0985576923,-137682.5,502547.703125,458584.296875,71.47913085777014,north_to_south_severny,1.0
d1c0a470-8ab3-4ef3-8722-bc0088310afd,-85870.17555147059,244184.31158088235,445943.228125,308025.3375,6.845260505316186,west_to_east_georgopol,1.0
2e30d712-03a3-444e-85a6-c498eb07b720,-70704.78333333334,686966.9291666667,513398.263671875,383382.68359375,-27.462899457708506,southwest_to_northeast,1.0
ed48d65e-5e7a-4f91-be0e-249c0729c9a0,948772.4375,609229.1875,557722.8147321428,485293.25,-162.41495216388745,east_to_west,1.0
c591785b-40d8-4a08-a668-c2b946c3ac2e,85190.25948660714,-44179.67857142857,484259.2421875,419281.3802083333,49.26948946629054,northwest_to_southeast_severny,1.0
7c4fb37e-7244-4a2c-a0d1-300ee6d0b510,151215.84943181818,-106416.38707386363,499288.06875,322782.27734375,50.95858353988939,northwest_to_southeast_severny,1.0
5a18a6f8-6299-47f6-9cdc-f11c43d639f2,300917.017578125,917388.00390625,454728.378125,489229.4375,-70.23972010408357,south_to_north_military,1.0
01834a80-9c0b-49bb-a225-d37ca867def5,948239.5133928572,538141.5535714285,541492.0911458334,342945.3294270833,-154.36386443113324,southeast_to_northwest,1.0
d4c5297b-5ea5-427e-9e94-e48d1fe127ab,412303.57954545453,-165403.11647727274,369318.3485576923,307704.16526442306,95.19148350525771,north_to_south_severny,1.0
